name,comment,time,image
,,,
Meena Lakhs,Nonsense..they ask to put in money in grab pay and then suspend your account and take the money and say it's non refundable Nonsense..they ask to put in money in grab pay and then suspend your account and take the money and say it's non refundable Nonsense..they ask to put in money in grab pay and then suspend your account and take the money and say it's non refundable 1 1  1 · Like · ·,1532140616,
Adam Tan,"Dear GRAB, now GOV want us to follow same ragulation with taxi...please fight for us same benifit like taxi too...! because now we are same pay for GOV PSV & PUSPAKOM, why not we can't get same benifit? some more GRAB fare is low not same like taxi...is very unfair! PLEASE FIGHT FOR ALL YOUR DEAREST DRIVER, WE WANT SAME BENIFIT LIKE TAXI! NOT ONLY REGULATIONS! THANK YOU GRAB! WE ALWAYS SUPPORT GRAB! Dear GRAB, now GOV want us to follow same ragulation with taxi...please fight for us same benifit like taxi too...! because now we are same pay for GOV PSV & PUSPAKOM, why not we can't get same benifit? some more GRAB fare is low not same like taxi...is very unfair! PLEASE FIGHT FOR ALL YOUR DEAREST DRIVER, WE WANT SAME BENIFIT LIKE TAXI! NOT ONLY REGULATIONS! THANK YOU GRAB! WE ALWAYS SUPPORT GRAB! Dear GRAB, now GOV want us to follow same ragulation with taxi...please fight for us same benifit like taxi too...! because now we are same pay for GOV PSV & PUSPAKOM, why not we can't get same benifit? some more GRAB fare is low not same like taxi...is very unfair! PLEASE FIGHT FOR ALL YOUR DEAREST DRIVER, WE WANT SAME BENIFIT LIKE TAXI! NOT ONLY REGULATIONS! THANK YOU GRAB! WE ALWAYS SUPPORT GRAB! 2 2  2 · Like · ·",1531326735,
James Jūdgês,You guys shall earn it. But we consumer wanna more promo. More discount more............ You guys shall earn it. But we consumer wanna more promo. More discount more............ You guys shall earn it. But we consumer wanna more promo. More discount more............ 1 1  1 · Like · ·,1531336736,
,,,
Ah Liew,https://www.facebook.com/108713149189581/posts/1992945844099626/ https://www.facebook.com/108713149189581/posts/1992945844099626/ 1 1  1 · Like · ·,1531312140,
Mira Amirah De Light,Anks Anks Anks · Like · ·,1531542266,
RT Wanto,"So, after the announcement by the ministry of transport, grab fare will be the same of taxi, right? Start rm5 & subsequent km will be 1.++, Right? Will be a good news to full time drivers So, after the announcement by the ministry of transport, grab fare will be the same of taxi, right? Start rm5 & subsequent km will be 1.++, Right? Will be a good news to full time drivers So, after the announcement by the ministry of transport, grab fare will be the same of taxi, right? Start rm5 & subsequent km will be 1.++, Right? Will be a good news to full time drivers 2 2  2 · Like · ·",1531331080,
James Jūdgês,No.......... 😭 No.......... 😭 No.......... 😭 😭 😭 · Like · ·,1531336562,
Grab,"Author  Hi There. Our apologies for the delay in getting back to you. We're well aware of this matter and working on having this sorted smoothly. We will do our best to assist you through any necessary transition in time to come. For more information, please read our official announcement at https://grabdriverhelp.zendesk.com/.../articles/115009792868. Thank you for supporting Grab. Hi There. Our apologies for the delay in getting back to you. We're well aware of this matter and working on having this sorted smoothly. We will do our best to assist you through any necessary transition in time to come. For more information, please read our official announcement at https://grabdriverhelp.zendesk.com/.../articles/115009792868. Thank you for supporting Grab. Hi There. Our apologies for the delay in getting back to you. We're well aware of this matter and working on having this sorted smoothly. We will do our best to assist you through any necessary transition in time to come. For more information, please read our official announcement at . Thank you for supporting Grab. Announcement  · Like · ·",1531367054,/images/assets_DO_NOT_HARDCODE/facebook_icons/microphone-karaoke_filled_12_fds-spectrum-blue-gray.png
,,,
Zank Low,congrats for making anthony loke mad congrats for making anthony loke mad congrats for making anthony loke mad · Like · ·,1531376524,
James Jūdgês,Who the fish is Anthony loke? Who the fish is Anthony loke? Who the fish is Anthony loke? · Like · ·,1531845470,
,,,
JL Lee,"Refuse to use grab, lousy service Refuse to use grab, lousy service Refuse to use grab, lousy service 1 1  1 · Like · ·",1531322905,
James Jūdgês,May we all know what type of  service you wanted from grab or driver? May we all know what type of  service you wanted from grab or driver? May we all know what type of  service you wanted from grab or driver? 1 1  1 · Like · ·,1531336657,
Eddy Cheah,Pakai texi lagi baik harga mahal service lagi bagus😄 Pakai texi lagi baik harga mahal service lagi bagus😄 Pakai texi lagi baik harga mahal service lagi bagus😄 😄 😄 1 1  1 · Like · ·,1531404409,
Govindren Pillay,"refuse to use, don't use. so simple why complicate things? need attention? refuse to use, don't use. so simple why complicate things? need attention? refuse to use, don't use. so simple why complicate things? need attention? 1 1  1 · Like · ·",1531662947,
Alesha Avera,Eddy Cheah my car and frentz or Mula is better Eddy Cheah my car and frentz or Mula is better Eddy Cheah my car and frentz or Mula is better 1 1  1 · Like · ·,1532444039,
Carmen Yong,"Ahmad Muzammil agreed. It seems like grab is getting more and more expensive also.. 🤔For a 15mins ride, if u are using grabpay need RM 14, used to be RM 11 for normal credit card charge Ahmad Muzammil agreed. It seems like grab is getting more and more expensive also.. 🤔For a 15mins ride, if u are using grabpay need RM 14, used to be RM 11 for normal credit card charge Ahmad Muzammil agreed. It seems like grab is getting more and more expensive also.. 🤔 🤔 🤔 For a 15mins ride, if u are using grabpay need RM 14, used to be RM 11 for normal credit card charge · Like · ·",1534952399,
,,,
Yamuna Subramaniam,Why  don't  want  give  any  promo  ?? Why  don't  want  give  any  promo  ?? Why  don't  want  give  any  promo  ?? 1 1  1 · Like · ·,1531353188,
Grab,"Author  Hi Yamun, could you PM us your mobile number and email address for us to check further on this? Hi Yamun, could you PM us your mobile number and email address for us to check further on this? Hi Yamun, could you PM us your mobile number and email address for us to check further on this? · Like · ·",1531353592,/images/assets_DO_NOT_HARDCODE/facebook_icons/microphone-karaoke_filled_12_fds-spectrum-blue-gray.png
Yamuna Subramaniam,Done.  Tq Done.  Tq Done.  Tq · Like · ·,1531354119,
Thurai Nalasamy,· Like · ·,1531371044,
,,,
