name,comment,time,image
,,,
Patricia Nathan,Grab service is really bad nowadays...  taxi is cheaper then grab now.... example this morning.... grab charges from kerinchi to jakel mall masjid india showed RM24....ridiculously expensive when there was ample of taxi nearby... so i decided to take taxj instead and the charges only came to rm14..... why grab hike up money so high... because no competitors like uber now right...? Really upset as a consumer..... Grab service is really bad nowadays...  taxi is cheaper then grab now.... example this morning.... grab charges from kerinchi to jakel mall masjid india showed RM24....ridiculously expensive when there was ample of taxi nearby... so i decided to take taxj instead and the charges only came to rm14..... why grab hike up money so high... because no competitors like uber now right...? Really upset as a consumer..... Grab service is really bad nowadays...  taxi is cheaper then grab now.... example this morning.... grab charges from kerinchi to jakel mall masjid india showed RM24....ridiculously expensive when there was ample of taxi nearby... so i decided to take taxj instead and the charges only came to rm14..... why grab hike up money so high... because no competitors like uber now right...? Really upset as a consumer..... 1 1  1 · Like · ·,1532322183,
Patricia Nathan,Grabpay deduct my money double and without simply deducting money from credit card. Consumers pls becareful with this app... cheating... Grabpay deduct my money double and without simply deducting money from credit card. Consumers pls becareful with this app... cheating... Grabpay deduct my money double and without simply deducting money from credit card. Consumers pls becareful with this app... cheating... 1 1  1 · Like · ·,1532321956,
Wei Sern,That Guy Look Very Painful. That Guy Look Very Painful. That Guy Look Very Painful. 1 1  1 · Like · ·,1531136690,
Salman Samad,In malaysia before we always ride with uber very cheaper now grab is very high fare...🙄 In malaysia before we always ride with uber very cheaper now grab is very high fare...🙄 In malaysia before we always ride with uber very cheaper now grab is very high fare...🙄 🙄 🙄 5 5  5 · Like · ·,1530948238,
Ben Ong,Continue booking for uber bro 😝 Continue booking for uber bro 😝 Continue booking for uber bro 😝 😝 😝 2 2  2 · Like · ·,1531135725,
Daryn Axellus,"Uber was never cheap, they just didn't advertise the real fare. Uber was never cheap, they just didn't advertise the real fare. Uber was never cheap, they just didn't advertise the real fare. · Like · ·",1531269778,
Daryn Axellus,"Soo Lai Tan That probably had nothing do do with it, their app just plain sucked. You had to call someone just to change your phone number. Soo Lai Tan That probably had nothing do do with it, their app just plain sucked. You had to call someone just to change your phone number. Soo Lai Tan That probably had nothing do do with it, their app just plain sucked. You had to call someone just to change your phone number. · Like · ·",1531269837,
Mohamed Sharul Azlan,"UBER is expansive la bro, u ada RM10 naik nanti sampai kena bayar RM20. better GRAB, xsuka go TAXI UBER is expansive la bro, u ada RM10 naik nanti sampai kena bayar RM20. better GRAB, xsuka go TAXI UBER is expansive la bro, u ada RM10 naik nanti sampai kena bayar RM20. better GRAB, xsuka go TAXI · Like · ·",1531299002,
Salman Samad,Wak Sharul Azlan i never ask your advice Wak Sharul Azlan i never ask your advice Wak Sharul Azlan i never ask your advice · Like · ·,1531360376,
Rush Rashid,· Like · ·,1531398247,
,,,
Em Em,How can I use my grab credits! !!! Its always not availble How can I use my grab credits! !!! Its always not availble How can I use my grab credits! !!! Its always not availble · Like · ·,1534993334,
Margarette Glenn Chong,"STOP sending me anymore driver email!! I ALREADY STOP! more than 6 months already still kept on sending email and sms to my hp, YOU TOO FREE disturbing ppl isnt?!? I AM TIRED KEPT ON UNSUBSCRIBING TO YOUR STUPID NEWSLETTER!! STOP sending me anymore driver email!! I ALREADY STOP! more than 6 months already still kept on sending email and sms to my hp, YOU TOO FREE disturbing ppl isnt?!? I AM TIRED KEPT ON UNSUBSCRIBING TO YOUR STUPID NEWSLETTER!! STOP sending me anymore driver email!! I ALREADY STOP! more than 6 months already still kept on sending email and sms to my hp, YOU TOO FREE disturbing ppl isnt?!? I AM TIRED KEPT ON UNSUBSCRIBING TO YOUR STUPID NEWSLETTER!! 1 1  1 · Like · ·",1531464097,
