name,comment,time,image
,,,
Mervin Jaug Lago,"I still can't top up to my account until now!!! It's been awhile already even my app is up to date!i am using iPhone ,hope grab can fix this asap!!! #grab #grabmy I still can't top up to my account until now!!! It's been awhile already even my app is up to date!i am using iPhone ,hope grab can fix this asap!!! #grab #grabmy I still can't top up to my account until now!!! It's been awhile already even my app is up to date!i am using iPhone ,hope grab can fix this asap!!! # grab  # grabmy 1 1  1 · Like · ·",1554094529,
Grab,Author  Hi Mervin! Can you DM us with your mobile number and the screenshot of the error please? Thank you. Hi Mervin! Can you DM us with your mobile number and the screenshot of the error please? Thank you. Hi Mervin! Can you DM us with your mobile number and the screenshot of the error please? Thank you. · Like · ·,1554095549,/images/assets_DO_NOT_HARDCODE/facebook_icons/microphone-karaoke_filled_12_fds-spectrum-blue-gray.png
Mervin Jaug Lago,actually I did DM already we talked about this..i was informed that it's affecting all IOS users but it's been awhile almost 3months already actually I did DM already we talked about this..i was informed that it's affecting all IOS users but it's been awhile almost 3months already actually I did DM already we talked about this..i was informed that it's affecting all IOS users but it's been awhile almost 3months already 1 1  1 · Like · ·,1554095943,
Mervin Jaug Lago,DM so many times already la DM so many times already la DM so many times already la · Like · ·,1554096298,
,,,
Beng Hooi,"long story make short.1. happily hday at bangkok on 16th Mar, purchase grab promo 50THB off Grab Ride. Reward not displayed (cannot use).2. Immediately log a Grab Support Ticket…See more long story make short.1. happily hday at bangkok on 16th Mar, purchase grab promo 50THB off Grab Ride. Reward not displayed (cannot use).2. Immediately log a Grab Support Ticket…See more long story make short.1. happily hday at bangkok on 16th Mar, purchase grab promo 50THB off Grab Ride. Reward not displayed (cannot use).2. Immediately log a Grab Support Ticket long story make short. 1. happily hday at bangkok on 16th Mar, purchase grab promo 50THB off Grab Ride. Reward not displayed (cannot use). 2. Immediately log a Grab Support Ticket … · Like · · ·",1554365301,
Grab,"Author  Dear Beng Hooi, we completely understand your frustration and certainly this will be checked for you. Kindly PM us immediately. Thank you. Dear Beng Hooi, we completely understand your frustration and certainly this will be checked for you. Kindly PM us immediately. Thank you. Dear Beng Hooi, we completely understand your frustration and certainly this will be checked for you. Kindly PM us immediately. Thank you. · Like · ·",1554366311,/images/assets_DO_NOT_HARDCODE/facebook_icons/microphone-karaoke_filled_12_fds-spectrum-blue-gray.png
Beng Hooi,"Grab, already called few times and repeat my problem few times. do you expect me to repeat again here? 75627160, this is the ticket number while i log the support ticket at thailand. go into the system, get the detail and provide a solution instead of telling me 1) the promo is valid till 2020 or 2) we cant reverse the purchase of promo. Grab, already called few times and repeat my problem few times. do you expect me to repeat again here? 75627160, this is the ticket number while i log the support ticket at thailand. go into the system, get the detail and provide a solution instead of telling me 1) the promo is valid till 2020 or 2) we cant reverse the purchase of promo. , already called few times and repeat my problem few times. do you expect me to repeat again here? 75627160, this is the ticket number while i log the support ticket at thailand. go into the system, get the detail and provide a solution instead of telling me 1) the promo is valid till 2020 or 2) we cant reverse the purchase of promo. · Like · · ·",1554375259,
Grab,"Author  As advised, kindly PM us and we will assist you further. Your cooperation is needed. As advised, kindly PM us and we will assist you further. Your cooperation is needed. As advised, kindly PM us and we will assist you further. Your cooperation is needed. · Like · ·",1554378269,/images/assets_DO_NOT_HARDCODE/facebook_icons/microphone-karaoke_filled_12_fds-spectrum-blue-gray.png
